id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
3,4,0.1,10000,3268279,6135441,984701,28602776,0,0,3575344,3575344
0,6,0.05,1000000,2881517,6985185,1665602,28412664,0,0,3551580,3551580
2,6,0.2,1000000,1463483,8521166,2484125,28412664,0,0,3551580,3551580
2,7,0.05,100000,1009860,7560663,1183824,27368832,0,0,3421101,3421101
1,5,0.05,1000000,3577295,6357715,873754,28618392,0,0,3577296,3577296
6,5,0.05,100000,406156,7704993,1015557,28617888,0,0,3577233,3577233
7,4,0.2,100000,2866617,7436964,968799,28617720,0,0,3577212,3577212
0,3,0.2,1000000,2859158,7016248,523096,28618392,0,0,3577296,3577296
4,0,0.01,100000,133344,7569656,145384,2114328,0,0,264288,264288
5,3,0.05,100000,3395752,6529401,560944,28618392,0,0,3577296,3577296
2,3,0.05,10000,3577295,7179648,575405,28618392,0,0,3577296,3577296
6,4,0.01,100000,2690337,9237072,1719485,28617720,0,0,3577212,3577212
0,0,0.2,1000000,1005800,9812151,1985990,18716496,0,0,2339559,2339559
7,4,0.05,1000000,1832097,5614302,1066498,28618392,0,0,3577296,3577296
1,7,0.1,1000000,828190,7416646,1396818,28248248,0,0,3524573,3531028
4,5,0.05,10000,2970122,7362262,906971,28603320,0,0,3575412,3575412
9,0,0.2,1000000,1005800,7698699,1074435,18716496,0,0,2339559,2339559
6,4,0.1,100000,396192,7032668,1152593,28617720,0,0,3577212,3577212
8,6,0.1,1000000,3551579,7224760,1639148,28412664,0,0,3551580,3551580
5,6,0.01,10000,1754469,6810478,1088099,27125304,0,0,3390660,3390660
9,0,0.2,1000000,2225557,7391184,1071519,18716496,0,0,2339559,2339559
1,0,0.01,1000000,2339558,7058400,1369915,18716496,0,0,2339559,2339559
9,5,0.1,1000000,1695850,7237351,918207,28618392,0,0,3577296,3577296
7,6,0.05,10000,381288,9633570,1939875,27125304,0,0,3390660,3390660
6,0,0.01,100000,69760,10547756,125921,2114328,0,0,176653,264288
0,7,0.01,100000,2586291,6474008,1329766,27368832,0,0,3421101,3421101
7,5,0.1,1000000,298452,6836418,949219,28618392,0,0,3577287,3577296
8,4,0.1,100000,3577211,6077541,1056751,28617720,0,0,3577212,3577212
5,5,0.2,10000,2946016,6183967,1210142,28603320,0,0,3575412,3575412
8,0,0.05,10000,11631,6553953,981,192152,0,0,24016,24016
9,0,0.05,100000,212034,7777676,148472,2114328,0,0,264288,264288
6,4,0.1,1000000,396185,6401663,910899,28618392,0,0,3577294,3577296
8,4,0.2,10000,2865683,6941523,966870,28602776,0,0,3575344,3575344
8,4,0.2,1000000,2866659,7332575,1406680,28618392,0,0,3577296,3577296
2,0,0.01,100000,201306,10818946,79444,2114328,0,0,264288,264288
3,4,0.05,100000,569746,7359226,906485,28617720,0,0,3577212,3577212
5,4,0.01,1000000,2690337,7911624,853779,28618392,0,0,3577296,3577296
2,6,0.05,100000,1779991,7069764,1463434,28177448,0,0,3522178,3522178
4,6,0.1,10000,857685,7669698,1296101,27125304,0,0,3390660,3390660
1,4,0.1,10000,396349,7651151,946289,28602776,0,0,3575344,3575344
1,0,0.01,100000,133344,6823157,64192,2114328,0,0,264288,264288
2,3,0.1,10000,3216888,6203524,578739,28618392,0,0,3577296,3577296
9,3,0.05,10000,3395752,7783954,633591,28618392,0,0,3577296,3577296
0,4,0.2,10000,3575343,7207304,875931,28602776,0,0,3575344,3575344
5,6,0.2,1000000,3551579,7709814,1361757,28412664,0,0,3551580,3551580
0,0,0.01,100000,264287,7693564,125395,2114328,0,0,264288,264288
9,3,0.01,1000000,3538840,7236448,488894,28618392,0,0,3577296,3577296
5,3,0.01,10000,3538840,6679197,578125,28618392,0,0,3577296,3577296
0,7,0.01,1000000,1771731,7853856,1209706,28248248,0,0,3531028,3531028
2,4,0.01,10000,712625,10508371,1762847,28602776,0,0,3575344,3575344
0,6,0.1,10000,2591995,6603872,946470,27125304,0,0,3390660,3390660
2,7,0.01,10000,2327872,9440587,818503,24744088,0,0,3093008,3093008
6,4,0.1,1000000,973741,6397217,791004,28618392,0,0,3577296,3577296
8,5,0.01,10000,1832172,6967343,901891,28603320,0,0,3575412,3575412
2,3,0.01,10000,3577295,11248184,766514,28618392,0,0,3577296,3577296
1,3,0.2,10000,2859158,7050933,1190016,28618392,0,0,3577296,3577296
9,7,0.2,1000000,2938482,7481869,1457685,28248248,0,0,3531028,3531028
6,6,0.1,10000,2591995,10575254,2411572,27125304,0,0,3390660,3390660
1,0,0.01,10000,24015,7362930,978,192152,0,0,24016,24016
3,7,0.01,1000000,1145441,6843503,1165010,28248248,0,0,3531028,3531028
0,6,0.05,10000,2762264,7678778,1241360,27125304,0,0,3390660,3390660
0,5,0.2,100000,1072953,6331772,1065781,28617888,0,0,3577233,3577233
2,3,0.05,100000,3395752,7228400,395458,28618392,0,0,3577296,3577296
1,7,0.05,10000,1026150,11271796,1578399,24744088,0,0,3093008,3093008
8,5,0.05,10000,1987465,8159807,1120184,28603320,0,0,3575412,3575412
3,4,0.2,1000000,1677330,8012015,935260,28618392,0,0,3577296,3577296
2,3,0.2,1000000,3577295,6756793,532605,28618392,0,0,3577296,3577296
5,5,0.05,1000000,406161,11886567,1054600,28618392,0,0,3577294,3577296
8,5,0.1,100000,1695850,6541009,738284,28617888,0,0,3577233,3577233
3,4,0.01,100000,1860257,8240315,1023370,28617720,0,0,3577212,3577212
7,7,0.01,100000,3421100,11885327,1531203,27368832,0,0,3421101,3421101
8,4,0.01,1000000,3577295,11002498,1092724,28618392,0,0,3577296,3577296
3,6,0.2,1000000,2437296,10936784,2222456,28412664,0,0,3551580,3551580
8,5,0.2,100000,2608931,6795837,783809,28617888,0,0,3577233,3577233
4,4,0.01,100000,1162874,6921422,846126,28617720,0,0,3577212,3577212
7,6,0.1,1000000,3040225,7427572,1362945,28412664,0,0,3551580,3551580
3,0,0.05,1000000,613375,12370178,1198348,18716496,0,0,1504081,2339559
6,0,0.1,10000,11260,6757825,54302,192152,0,0,24016,24016
9,3,0.1,100000,3216888,7619154,632212,28618392,0,0,3577296,3577296
9,5,0.1,1000000,855923,7461261,970022,28618392,0,0,3577296,3577296
5,7,0.2,100000,1833759,6569316,1143928,27368832,0,0,3421101,3421101
9,0,0.01,100000,7155,8000910,143805,2114328,0,0,16983,264288
3,7,0.2,100000,595268,12524669,1273019,27368832,0,0,3421101,3421101
5,6,0.2,100000,3023632,7806120,1202198,28177448,0,0,3522178,3522178
0,6,0.01,10000,3390659,8027197,1143940,27125304,0,0,3390660,3390660
6,6,0.01,100000,2671103,12023950,1573619,28177448,0,0,3522178,3522178
3,6,0.1,1000000,857453,6669566,1222935,28412664,0,0,3549079,3551580
4,3,0.05,10000,3577295,7404256,453175,28618392,0,0,3577296,3577296
8,3,0.1,1000000,3216888,10805637,654211,28618392,0,0,3577296,3577296
6,7,0.1,100000,2554884,12225484,1053976,27368832,0,0,3421101,3421101
9,5,0.2,1000000,1599628,6735707,926461,28618392,0,0,3577296,3577296
1,5,0.2,100000,2608931,6920267,898070,28617888,0,0,3577233,3577233
9,4,0.2,1000000,1677330,7734829,865074,28618392,0,0,3577296,3577296
3,7,0.01,100000,1146540,7432914,1320966,27368832,0,0,3421101,3421101
6,4,0.01,1000000,712605,7882649,818304,28618392,0,0,3577296,3577296
2,0,0.05,1000000,1816880,10879650,766761,18716496,0,0,2339559,2339559
5,3,0.1,10000,3216888,7139168,507962,28618392,0,0,3577296,3577296
5,6,0.1,100000,857476,10857301,1250496,28177448,0,0,3522178,3522178
7,3,0.05,100000,3395752,6678604,485195,28618392,0,0,3577296,3577296
1,6,0.01,1000000,2671132,6368363,1025423,28412664,0,0,3551580,3551580
3,6,0.01,100000,511890,6538792,1297339,28177448,0,0,3522178,3522178
7,0,0.1,1000000,2050374,7456891,942668,18716496,0,0,2339559,2339559
5,7,0.2,10000,1666939,7441079,891965,24744088,0,0,3093008,3093008
3,0,0.1,100000,146757,10841142,104430,2114328,0,0,264288,264288
0,6,0.01,100000,1140749,7018579,1190206,28177448,0,0,3522178,3522178
0,3,0.01,10000,3538840,7158018,571491,28618392,0,0,3577296,3577296
7,4,0.01,100000,712606,8166667,969402,28617720,0,0,3577212,3577212
6,7,0.01,10000,2327872,7901181,959409,24744088,0,0,3093008,3093008
9,3,0.01,100000,3538840,7154626,519562,28618392,0,0,3577296,3577296
3,0,0.01,1000000,579608,6476269,822277,18716496,0,0,1424504,2339559
8,5,0.2,10000,3575411,7101657,912309,28603320,0,0,3575412,3575412
0,7,0.05,1000000,1004199,8037164,1160279,28248248,0,0,3531028,3531028
5,4,0.1,1000000,973741,6791965,909483,28618392,0,0,3577296,3577296
1,3,0.05,10000,3395752,7515930,642981,28618392,0,0,3577296,3577296
8,5,0.2,10000,1215818,6948194,861163,28603320,0,0,3575412,3575412
9,6,0.2,10000,1182085,8234830,1302472,27125304,0,0,3390660,3390660
3,6,0.2,10000,1182085,11201808,1433055,27125304,0,0,3390660,3390660
1,7,0.05,100000,2736083,6677937,985317,27368832,0,0,3421101,3421101
4,0,0.01,1000000,2339558,6851302,1017388,18716496,0,0,2339559,2339559
1,6,0.1,1000000,3040225,7592781,1277404,28412664,0,0,3551580,3551580
6,7,0.2,10000,1666939,6632509,664537,24744088,0,0,3093008,3093008
1,6,0.2,100000,3023632,7123110,1269214,28177448,0,0,3522178,3522178
5,0,0.05,1000000,1816880,6949078,878273,18716496,0,0,2339559,2339559
8,0,0.2,100000,198719,7136692,130144,2114328,0,0,264288,264288
1,5,0.2,1000000,2714523,7308922,984131,28618392,0,0,3577296,3577296
9,6,0.01,10000,1142065,9502608,1179149,27125304,0,0,3390660,3390660
7,0,0.2,10000,10322,5868744,51002,192152,0,0,24016,24016
4,0,0.1,10000,11260,6615659,979,192152,0,0,24016,24016
1,7,0.2,100000,1833759,6345136,904040,27368832,0,0,3421101,3421101
1,0,0.01,10000,536,6417564,1197,192152,0,0,1265,24016
4,5,0.1,10000,3575411,6812359,684667,28603320,0,0,3575412,3575412
4,7,0.2,10000,1666939,10212683,785389,24744088,0,0,3093008,3093008
5,7,0.01,100000,3421100,7590589,934324,27368832,0,0,3421101,3421101
2,4,0.2,100000,1677330,6978482,827771,28617720,0,0,3577212,3577212
2,3,0.2,1000000,2859158,6495573,531136,28618392,0,0,3577296,3577296
4,6,0.05,10000,3333095,7451305,1124614,27125304,0,0,3390660,3390660
3,7,0.05,10000,1494483,7746584,848575,24744088,0,0,3093008,3093008
3,7,0.1,10000,871629,6523384,772611,24744088,0,0,3093008,3093008
2,4,0.1,100000,3577211,5704749,585727,28617720,0,0,3577212,3577212
9,4,0.01,1000000,1162873,6803891,785220,28618392,0,0,3577296,3577296
3,6,0.05,10000,1027970,6320809,1118863,27125304,0,0,3390660,3390660
9,3,0.1,10000,3216888,5491052,419023,28618392,0,0,3577296,3577296
4,6,0.1,100000,3174390,10535308,1374389,28177448,0,0,3522178,3522178
6,7,0.05,100000,1009860,7374217,1341808,27368832,0,0,3421101,3421101
7,4,0.2,100000,1677330,9497952,1043970,28617720,0,0,3577212,3577212
1,6,0.1,10000,2591995,7761414,1132616,27125304,0,0,3390660,3390660
2,0,0.2,1000000,1005800,6654698,1020336,18716496,0,0,2339559,2339559
8,3,0.01,10000,3538840,7003400,494035,28618392,0,0,3577296,3577296
0,0,0.05,100000,135233,6900844,120431,2114328,0,0,264288,264288
7,4,0.05,1000000,1019924,6978697,855021,28618392,0,0,3577296,3577296
0,6,0.01,100000,3522177,8440353,1357452,28177448,0,0,3522178,3522178
7,3,0.01,10000,3538840,5138454,572917,28618392,0,0,3577296,3577296
5,7,0.1,100000,988087,6486686,1154877,27368832,0,0,3421101,3421101
6,6,0.05,10000,1659173,6758840,1150993,27125304,0,0,3390660,3390660
1,5,0.01,100000,1082144,8822882,863627,28617888,0,0,3577233,3577233
8,5,0.1,10000,855920,5892440,935421,28603320,0,0,3575412,3575412
8,4,0.01,100000,1860257,6118132,918470,28617720,0,0,3577212,3577212
6,7,0.1,100000,2016445,6295755,993361,27368832,0,0,3421101,3421101
7,5,0.01,10000,548975,8002238,1239533,28603320,0,0,3575412,3575412
4,7,0.05,1000000,1004199,8980151,1051689,28248248,0,0,3531028,3531028
8,7,0.01,100000,1146540,6729363,1147729,27368832,0,0,3421101,3421101
5,5,0.01,10000,3575411,8653305,836449,28603320,0,0,3575412,3575412
5,7,0.05,10000,1494483,6407328,665361,24744088,0,0,3093008,3093008
6,3,0.2,10000,2859158,8370511,470469,28618392,0,0,3577296,3577296
9,5,0.2,100000,3577232,7228046,916199,28617888,0,0,3577233,3577233
0,4,0.05,10000,2778730,6312548,829494,28602776,0,0,3575344,3575344
2,4,0.05,1000000,2778730,6498163,958101,28618392,0,0,3577296,3577296
6,0,0.2,1000000,1005800,6406305,895394,18716496,0,0,2339559,2339559
6,5,0.2,100000,3577232,6020356,1014436,28617888,0,0,3577233,3577233
7,7,0.1,1000000,3392804,6506179,1221304,28248248,0,0,3531028,3531028
8,7,0.01,10000,1605542,7995218,932858,24744088,0,0,3093008,3093008
1,3,0.2,1000000,2859158,5928117,469943,28618392,0,0,3577296,3577296
1,5,0.05,1000000,941345,5923924,801299,28618392,0,0,3577296,3577296
9,4,0.2,10000,1677330,6786316,974633,28602776,0,0,3575344,3575344
2,4,0.01,10000,1162893,5630201,1190952,28602776,0,0,3575344,3575344
8,4,0.05,100000,3493242,5731288,1046978,28617720,0,0,3577212,3577212
0,0,0.05,100000,212034,5755813,135920,2114328,0,0,264288,264288
6,6,0.1,100000,857476,6561331,1208252,28177448,0,0,3522178,3522178
2,6,0.01,1000000,511613,7733643,1038343,28412664,0,0,3539501,3551580
8,3,0.05,10000,3577295,5668776,531708,28618392,0,0,3577296,3577296
9,0,0.1,10000,24015,6550690,961,192152,0,0,24016,24016
5,3,0.01,100000,3538840,7438489,570559,28618392,0,0,3577296,3577296
7,6,0.1,1000000,3551579,8046447,1121832,28412664,0,0,3551580,3551580
2,6,0.1,1000000,1954606,6862606,1298497,28412664,0,0,3551580,3551580
7,0,0.2,100000,112228,6619861,76513,2114328,0,0,264288,264288
1,0,0.1,10000,17627,6618158,945,192152,0,0,24016,24016
6,3,0.2,1000000,3577295,7070713,731508,28618392,0,0,3577296,3577296
3,5,0.01,10000,548975,6595022,1000586,28603320,0,0,3575412,3575412
6,5,0.05,1000000,2970122,6386503,1041572,28618392,0,0,3577296,3577296
4,4,0.05,1000000,1019924,6995632,876222,28618392,0,0,3577296,3577296
9,6,0.05,10000,2762264,5851764,1097802,27125304,0,0,3390660,3390660
8,4,0.2,1000000,3577295,5523451,977443,28618392,0,0,3577296,3577296
7,4,0.1,1000000,973741,6824588,1187663,28618392,0,0,3577296,3577296
1,7,0.2,1000000,3531027,6579894,1092823,28248248,0,0,3531028,3531028
9,6,0.1,1000000,857453,6847128,1060908,28412664,0,0,3549079,3551580
9,6,0.01,10000,1754469,5432083,1225300,27125304,0,0,3390660,3390660
5,6,0.1,100000,857476,6295971,1206921,28177448,0,0,3522178,3522178
3,5,0.01,1000000,548957,7251622,1116762,28618392,0,0,3577296,3577296
5,6,0.01,100000,3522177,6548691,1161044,28177448,0,0,3522178,3522178
6,5,0.01,1000000,1082143,6121786,931064,28618392,0,0,3577296,3577296
7,4,0.2,100000,3577211,6780692,911243,28617720,0,0,3577212,3577212
6,7,0.1,10000,871629,6899325,985091,24744088,0,0,3093008,3093008
2,3,0.05,1000000,3395752,6444359,643772,28618392,0,0,3577296,3577296
3,4,0.2,10000,1677330,7060813,925171,28602776,0,0,3575344,3575344
5,3,0.1,100000,3216888,6390568,646154,28618392,0,0,3577296,3577296
4,3,0.05,100000,3395752,6580105,588112,28618392,0,0,3577296,3577296
5,4,0.1,10000,396349,7340531,971554,28602776,0,0,3575344,3575344
1,7,0.2,100000,1833759,6942771,1000190,27368832,0,0,3421101,3421101
2,6,0.05,100000,2591403,7550478,1107947,28177448,0,0,3522178,3522178
6,4,0.2,1000000,1677330,7100383,991217,28618392,0,0,3577296,3577296
6,3,0.2,1000000,2859158,5773301,434956,28618392,0,0,3577296,3577296
6,7,0.05,10000,1494483,6410985,1126029,24744088,0,0,3093008,3093008
6,6,0.05,10000,381288,6689326,1231417,27125304,0,0,3390660,3390660
0,0,0.1,1000000,2316668,6418606,1033818,18716496,0,0,2339559,2339559
9,4,0.01,10000,1860276,6191227,1187715,28602776,0,0,3575344,3575344
7,7,0.01,1000000,2663355,6928029,1058803,28248248,0,0,3531028,3531028
4,3,0.2,100000,2859158,6216663,480621,28618392,0,0,3577296,3577296
2,3,0.2,1000000,2859158,6941387,615233,28618392,0,0,3577296,3577296
0,7,0.05,10000,2453694,6489907,897042,24744088,0,0,3093008,3093008
4,5,0.01,1000000,1832153,6243360,874751,28618392,0,0,3577296,3577296
9,5,0.01,1000000,2712332,6796724,1082575,28618392,0,0,3577296,3577296
1,3,0.01,10000,3577295,6805549,585275,28618392,0,0,3577296,3577296
2,7,0.01,1000000,1145441,6367822,1209590,28248248,0,0,3531028,3531028
8,0,0.05,1000000,2339558,6234536,1103689,18716496,0,0,2339559,2339559
1,7,0.1,10000,871629,6554131,1103486,24744088,0,0,3093008,3093008
7,0,0.05,1000000,1165994,6709553,1091368,18716496,0,0,2339559,2339559
2,0,0.1,100000,232327,6837605,144749,2114328,0,0,264288,264288
6,6,0.05,10000,2762264,6600065,1064674,27125304,0,0,3390660,3390660
2,5,0.2,100000,1801350,6162699,863336,28617888,0,0,3577233,3577233
5,4,0.05,1000000,2778730,5953011,946325,28618392,0,0,3577296,3577296
6,7,0.1,1000000,828190,7351257,944310,28248248,0,0,3524573,3531028
5,4,0.01,1000000,1860256,5824334,971404,28618392,0,0,3577296,3577296
2,6,0.05,1000000,369889,5957683,1252503,28412664,0,0,3535014,3551580
9,5,0.2,1000000,2714523,5852066,751534,28618392,0,0,3577296,3577296
3,4,0.05,1000000,2778730,7088366,935280,28618392,0,0,3577296,3577296
2,0,0.2,1000000,2225557,5945657,1133370,18716496,0,0,2339559,2339559
6,5,0.05,10000,406273,6705942,941495,28603320,0,0,3575412,3575412
9,5,0.2,10000,2946016,5995439,1060530,28603320,0,0,3575412,3575412
8,4,0.01,1000000,1860256,6353282,939494,28618392,0,0,3577296,3577296
0,3,0.2,1000000,2859158,6516740,556324,28618392,0,0,3577296,3577296
5,6,0.01,10000,3390659,6414137,1180048,27125304,0,0,3390660,3390660
1,7,0.01,1000000,1771731,6662038,1520795,28248248,0,0,3531028,3531028
9,7,0.05,100000,1009860,6643762,1197388,27368832,0,0,3421101,3421101
3,0,0.01,10000,18269,6850211,974,192152,0,0,24016,24016
8,5,0.05,100000,1987465,5910012,713273,28617888,0,0,3577233,3577233
0,6,0.01,1000000,1815992,6702377,1109706,28412664,0,0,3551580,3551580
9,3,0.1,10000,3577295,6301592,496483,28618392,0,0,3577296,3577296
4,6,0.01,10000,1754469,6358671,921842,27125304,0,0,3390660,3390660
3,5,0.1,10000,855920,6518375,753342,28603320,0,0,3575412,3575412
2,7,0.01,10000,3093007,6776424,954804,24744088,0,0,3093008,3093008
8,3,0.1,1000000,3216888,6619029,654095,28618392,0,0,3577296,3577296
7,4,0.1,10000,3268279,6722964,743360,28602776,0,0,3575344,3575344
1,6,0.01,10000,513223,6438344,774240,27125304,0,0,3390660,3390660
9,0,0.2,10000,10322,6298870,60994,192152,0,0,24016,24016
2,4,0.1,10000,1918598,6958122,891489,28602776,0,0,3575344,3575344
5,3,0.1,100000,3216888,6540215,512057,28618392,0,0,3577296,3577296
8,3,0.1,10000,3216888,6807555,481575,28618392,0,0,3577296,3577296
1,3,0.1,1000000,3216888,5443982,310280,28618392,0,0,3577296,3577296
3,0,0.01,10000,12319,6607102,943,192152,0,0,24016,24016
4,3,0.05,100000,3395752,6704885,514040,28618392,0,0,3577296,3577296
9,4,0.05,1000000,2778730,6537325,780954,28618392,0,0,3577296,3577296
8,0,0.2,100000,112228,6568029,74817,2114328,0,0,264288,264288
0,7,0.2,10000,3093007,7026021,982220,24744088,0,0,3093008,3093008
0,5,0.1,1000000,298452,6085673,755691,28618392,0,0,3577287,3577296
9,3,0.2,1000000,2859158,5908386,432725,28618392,0,0,3577296,3577296
7,5,0.01,1000000,3577295,7113197,1061881,28618392,0,0,3577296,3577296
3,6,0.2,10000,3390659,7353896,1348483,27125304,0,0,3390660,3390660
6,6,0.05,10000,1027970,7543396,1313043,27125304,0,0,3390660,3390660
5,3,0.1,100000,3216888,6151311,494528,28618392,0,0,3577296,3577296
2,5,0.01,100000,548958,6417195,1064364,28617888,0,0,3577233,3577233
2,7,0.01,1000000,1771731,6646061,1200754,28248248,0,0,3531028,3531028
0,6,0.1,1000000,1954606,6041145,988769,28412664,0,0,3551580,3551580
5,3,0.1,1000000,3216888,6171185,604865,28618392,0,0,3577296,3577296
0,4,0.2,100000,1677330,7160923,720880,28617720,0,0,3577212,3577212
2,7,0.1,10000,1614536,6405096,732880,24744088,0,0,3093008,3093008
6,0,0.05,10000,2147,8079995,954,192152,0,0,5019,24016
4,3,0.2,1000000,2859158,7374184,558625,28618392,0,0,3577296,3577296
8,0,0.1,10000,5087,6685539,940,192152,0,0,12209,24016
3,0,0.05,10000,6334,6340325,980,192152,0,0,15072,24016
2,7,0.2,1000000,3531027,6988646,768192,28248248,0,0,3531028,3531028
4,3,0.01,100000,3538840,6486728,495284,28618392,0,0,3577296,3577296
1,5,0.1,1000000,1695850,7232398,876233,28618392,0,0,3577296,3577296
5,5,0.01,1000000,1082143,7509189,941424,28618392,0,0,3577296,3577296
3,3,0.2,100000,2859158,5980824,444308,28618392,0,0,3577296,3577296
2,3,0.01,10000,3538840,8070688,475095,28618392,0,0,3577296,3577296
2,6,0.05,10000,2762264,6521326,1022440,27125304,0,0,3390660,3390660
2,3,0.01,10000,3538840,6693867,626017,28618392,0,0,3577296,3577296
1,7,0.2,100000,3421100,7261431,1244288,27368832,0,0,3421101,3421101
4,4,0.1,1000000,1918598,5585678,712937,28618392,0,0,3577296,3577296
0,3,0.05,1000000,3577295,4531370,325596,28618392,0,0,3577296,3577296
0,5,0.01,1000000,1082143,6611981,648108,28618392,0,0,3577296,3577296
7,5,0.01,1000000,1082143,6728392,1126891,28618392,0,0,3577296,3577296
4,5,0.2,1000000,1599628,6591250,1006997,28618392,0,0,3577296,3577296
4,0,0.1,10000,5087,6566420,1044,192152,0,0,12209,24016
5,4,0.01,100000,1162874,7776103,1031738,28617720,0,0,3577212,3577212
6,5,0.01,10000,2712332,7048684,973732,28603320,0,0,3575412,3575412
7,6,0.05,1000000,2881517,6603272,1012270,28412664,0,0,3551580,3551580
3,6,0.05,1000000,2881517,7668603,1238221,28412664,0,0,3551580,3551580
2,7,0.01,100000,1146540,6434416,995585,27368832,0,0,3421101,3421101
8,7,0.05,100000,3358873,7143154,955719,27368832,0,0,3421101,3421101
4,6,0.01,10000,1142065,6776477,901128,27125304,0,0,3390660,3390660
6,4,0.01,100000,1860257,5893005,821181,28617720,0,0,3577212,3577212
0,7,0.05,100000,2736083,7409206,1196418,27368832,0,0,3421101,3421101
8,0,0.2,10000,10322,6084347,963,192152,0,0,24016,24016
3,6,0.2,100000,2008010,6349594,1187638,28177448,0,0,3522178,3522178
6,0,0.01,1000000,1766293,6487007,988746,18716496,0,0,2339559,2339559
3,4,0.2,100000,1677330,6857997,975947,28617720,0,0,3577212,3577212
6,7,0.01,100000,1728967,6015776,1266236,27368832,0,0,3421101,3421101
